LAUS_CODE	STATE_FIPS	COUNTY_FIPS	COUNTY	MONTH	RATE	region
CN450870	45	87	"Union County, SC"	Aug-10(p)	18.4	south carolina
CN450890	45	89	"Williamsburg County, SC"	Aug-10(p)	14.8	south carolina
PA451050	45	91	"York County, SC"	Aug-10(p)	15.4	south carolina
CN460030	46	3	"Aurora County, SD"	Aug-10(p)	4.8	south dakota
CN460050	46	5	"Beadle County, SD"	Aug-10(p)	3.3	south dakota
CN460070	46	7	"Bennett County, SD"	Aug-10(p)	5.6	south dakota
CN460090	46	9	"Bon Homme County, SD"	Aug-10(p)	4.2	south dakota
CN460110	46	11	"Brookings County, SD"	Aug-10(p)	4.2	south dakota
CN460130	46	13	"Brown County, SD"	Aug-10(p)	3.1	south dakota
CN460150	46	15	"Brule County, SD"	Aug-10(p)	3	south dakota
CN460170	46	17	"Buffalo County, SD"	Aug-10(p)	16.4	south dakota
CN460190	46	19	"Butte County, SD"	Aug-10(p)	4.3	south dakota
CN460210	46	21	"Campbell County, SD"	Aug-10(p)	3.5	south dakota
CN460230	46	23	"Charles Mix County, SD"	Aug-10(p)	4	south dakota
CN460250	46	25	"Clark County, SD"	Aug-10(p)	3.9	south dakota
CN460270	46	27	"Clay County, SD"	Aug-10(p)	3.9	south dakota
CN460290	46	29	"Codington County, SD"	Aug-10(p)	3.8	south dakota
CN460310	46	31	"Corson County, SD"	Aug-10(p)	9.3	south dakota
CN460330	46	33	"Custer County, SD"	Aug-10(p)	3	south dakota
CN460350	46	35	"Davison County, SD"	Aug-10(p)	3.6	south dakota
CN460370	46	37	"Day County, SD"	Aug-10(p)	5.7	south dakota
CN460390	46	39	"Deuel County, SD"	Aug-10(p)	4.1	south dakota
CN460410	46	41	"Dewey County, SD"	Aug-10(p)	16	south dakota
CN460430	46	43	"Douglas County, SD"	Aug-10(p)	3.3	south dakota
CN460450	46	45	"Edmunds County, SD"	Aug-10(p)	2.9	south dakota
CN460470	46	47	"Fall River County, SD"	Aug-10(p)	4.1	south dakota
CN460490	46	49	"Faulk County, SD"	Aug-10(p)	3.7	south dakota
CN460510	46	51	"Grant County, SD"	Aug-10(p)	4	south dakota
CN460530	46	53	"Gregory County, SD"	Aug-10(p)	3	south dakota
CN460550	46	55	"Haakon County, SD"	Aug-10(p)	2.4	south dakota
CN460570	46	57	"Hamlin County, SD"	Aug-10(p)	3.9	south dakota
CN460590	46	59	"Hand County, SD"	Aug-10(p)	2.6	south dakota
CN460610	46	61	"Hanson County, SD"	Aug-10(p)	3.5	south dakota
CN460630	46	63	"Harding County, SD"	Aug-10(p)	3.6	south dakota
CN460650	46	65	"Hughes County, SD"	Aug-10(p)	2.8	south dakota
CN460670	46	67	"Hutchinson County, SD"	Aug-10(p)	3.3	south dakota
CN460690	46	69	"Hyde County, SD"	Aug-10(p)	3.5	south dakota
CN460710	46	71	"Jackson County, SD"	Aug-10(p)	4.4	south dakota
CN460730	46	73	"Jerauld County, SD"	Aug-10(p)	2.1	south dakota
CN460750	46	75	"Jones County, SD"	Aug-10(p)	2.2	south dakota
CN460770	46	77	"Kingsbury County, SD"	Aug-10(p)	5	south dakota
CN460790	46	79	"Lake County, SD"	Aug-10(p)	5.1	south dakota
CN460810	46	81	"Lawrence County, SD"	Aug-10(p)	4.1	south dakota
CN460830	46	83	"Lincoln County, SD"	Aug-10(p)	4.1	south dakota
CN460850	46	85	"Lyman County, SD"	Aug-10(p)	6.1	south dakota
CN460870	46	87	"McCook County, SD"	Aug-10(p)	4.8	south dakota
CN460890	46	89	"McPherson County, SD"	Aug-10(p)	4.5	south dakota
CN460910	46	91	"Marshall County, SD"	Aug-10(p)	5.2	south dakota
CN460930	46	93	"Meade County, SD"	Aug-10(p)	4.8	south dakota
CN460950	46	95	"Mellette County, SD"	Aug-10(p)	6.5	south dakota
CN460970	46	97	"Miner County, SD"	Aug-10(p)	5.1	south dakota
CN460990	46	99	"Minnehaha County, SD"	Aug-10(p)	4.5	south dakota
CN461010	46	101	"Moody County, SD"	Aug-10(p)	8.6	south dakota
CN461030	46	103	"Pennington County, SD"	Aug-10(p)	3.9	south dakota
CN461050	46	105	"Perkins County, SD"	Aug-10(p)	3.5	south dakota
CN461070	46	107	"Potter County, SD"	Aug-10(p)	3.6	south dakota
CN461090	46	109	"Roberts County, SD"	Aug-10(p)	5	south dakota
CN461110	46	111	"Sanborn County, SD"	Aug-10(p)	3.7	south dakota
CN461130	46	113	"Shannon County, SD"	Aug-10(p)	12.9	south dakota
CN461150	46	115	"Spink County, SD"	Aug-10(p)	3.2	south dakota
CN461170	46	117	"Stanley County, SD"	Aug-10(p)	2.8	south dakota
CN461190	46	119	"Sully County, SD"	Aug-10(p)	2	south dakota
CN461210	46	121	"Todd County, SD"	Aug-10(p)	7.9	south dakota
CN461230	46	123	"Tripp County, SD"	Aug-10(p)	3.4	south dakota
CN461250	46	125	"Turner County, SD"	Aug-10(p)	3.7	south dakota
CN461270	46	127	"Union County, SD"	Aug-10(p)	5.3	south dakota
CN461290	46	129	"Walworth County, SD"	Aug-10(p)	5.1	south dakota
CN461350	46	135	"Yankton County, SD"	Aug-10(p)	4.2	south dakota
CN461370	46	137	"Ziebach County, SD"	Aug-10(p)	9.6	south dakota
PA470250	47	1	"Anderson County, TN"	Aug-10(p)	8.8	tennessee
CN470030	47	3	"Bedford County, TN"	Aug-10(p)	11.9	tennessee
CN470050	47	5	"Benton County, TN"	Aug-10(p)	12.9	tennessee
CN470070	47	7	"Bledsoe County, TN"	Aug-10(p)	12.3	tennessee
PA470300	47	9	"Blount County, TN"	Aug-10(p)	7.5	tennessee
PA470350	47	11	"Bradley County, TN"	Aug-10(p)	9.1	tennessee
CN470130	47	13	"Campbell County, TN"	Aug-10(p)	11.5	tennessee
CN470150	47	15	"Cannon County, TN"	Aug-10(p)	9.1	tennessee
CN470170	47	17	"Carroll County, TN"	Aug-10(p)	14.3	tennessee
PA471000	47	19	"Carter County, TN"	Aug-10(p)	9.6	tennessee
CN470210	47	21	"Cheatham County, TN"	Aug-10(p)	8.6	tennessee
CN470230	47	23	"Chester County, TN"	Aug-10(p)	10.5	tennessee
CN470250	47	25	"Claiborne County, TN"	Aug-10(p)	10.6	tennessee
CN470270	47	27	"Clay County, TN"	Aug-10(p)	10.9	tennessee
CN470290	47	29	"Cocke County, TN"	Aug-10(p)	11.9	tennessee
CN470310	47	31	"Coffee County, TN"	Aug-10(p)	10.1	tennessee
CN470330	47	33	"Crockett County, TN"	Aug-10(p)	11.9	tennessee
CN470350	47	35	"Cumberland County, TN"	Aug-10(p)	9.9	tennessee
PS470250	47	37	"Davidson County, TN"	Aug-10(p)	9.5	tennessee
CN470390	47	39	"Decatur County, TN"	Aug-10(p)	11.1	tennessee
CN470410	47	41	"DeKalb County, TN"	Aug-10(p)	9.6	tennessee
CN470430	47	43	"Dickson County, TN"	Aug-10(p)	8.9	tennessee
CN470450	47	45	"Dyer County, TN"	Aug-10(p)	11.9	tennessee
CN470470	47	47	"Fayette County, TN"	Aug-10(p)	9.6	tennessee
CN470490	47	49	"Fentress County, TN"	Aug-10(p)	11.4	tennessee
CN470510	47	51	"Franklin County, TN"	Aug-10(p)	10.5	tennessee
CN470530	47	53	"Gibson County, TN"	Aug-10(p)	12.7	tennessee
CN470550	47	55	"Giles County, TN"	Aug-10(p)	13	tennessee
CN470570	47	57	"Grainger County, TN"	Aug-10(p)	11.8	tennessee
PA470650	47	59	"Greene County, TN"	Aug-10(p)	12.9	tennessee
CN470610	47	61	"Grundy County, TN"	Aug-10(p)	11.8	tennessee
CN470630	47	63	"Hamblen County, TN"	Aug-10(p)	10.9	tennessee
CN470650	47	65	"Hamilton County, TN"	Aug-10(p)	8.7	tennessee
CN470670	47	67	"Hancock County, TN"	Aug-10(p)	14.3	tennessee
CN470690	47	69	"Hardeman County, TN"	Aug-10(p)	12.3	tennessee
CN470710	47	71	"Hardin County, TN"	Aug-10(p)	10.7	tennessee
CN470730	47	73	"Hawkins County, TN"	Aug-10(p)	8.8	tennessee
CN470750	47	75	"Haywood County, TN"	Aug-10(p)	14	tennessee
CN470770	47	77	"Henderson County, TN"	Aug-10(p)	14.7	tennessee
CN470790	47	79	"Henry County, TN"	Aug-10(p)	11.2	tennessee
CN470810	47	81	"Hickman County, TN"	Aug-10(p)	10.8	tennessee
CN470830	47	83	"Houston County, TN"	Aug-10(p)	10.1	tennessee
CN470850	47	85	"Humphreys County, TN"	Aug-10(p)	10.6	tennessee
CN470870	47	87	"Jackson County, TN"	Aug-10(p)	11.2	tennessee
CN470890	47	89	"Jefferson County, TN"	Aug-10(p)	11.4	tennessee
CN470910	47	91	"Johnson County, TN"	Aug-10(p)	12.1	tennessee
PS470150	47	93	"Knox County, TN"	Aug-10(p)	7.6	tennessee
CN470950	47	95	"Lake County, TN"	Aug-10(p)	9.9	tennessee
CN470970	47	97	"Lauderdale County, TN"	Aug-10(p)	15	tennessee
CN470990	47	99	"Lawrence County, TN"	Aug-10(p)	13.9	tennessee
CN471010	47	101	"Lewis County, TN"	Aug-10(p)	13.8	tennessee
CN471030	47	103	"Lincoln County, TN"	Aug-10(p)	6.4	tennessee
CN471050	47	105	"Loudon County, TN"	Aug-10(p)	7.9	tennessee
CN471070	47	107	"McMinn County, TN"	Aug-10(p)	11.8	tennessee
CN471090	47	109	"McNairy County, TN"	Aug-10(p)	11.7	tennessee
CN471110	47	111	"Macon County, TN"	Aug-10(p)	8.7	tennessee
PA470400	47	113	"Madison County, TN"	Aug-10(p)	9.8	tennessee
CN471150	47	115	"Marion County, TN"	Aug-10(p)	10.3	tennessee
CN471170	47	117	"Marshall County, TN"	Aug-10(p)	16	tennessee
PA471100	47	119	"Maury County, TN"	Aug-10(p)	14.5	tennessee
CN471210	47	121	"Meigs County, TN"	Aug-10(p)	12.3	tennessee
CN471230	47	123	"Monroe County, TN"	Aug-10(p)	12.6	tennessee
CN471250	47	125	"Montgomery County, TN"	Aug-10(p)	9.7	tennessee
CN471270	47	127	"Moore County, TN"	Aug-10(p)	9.7	tennessee
CN471290	47	129	"Morgan County, TN"	Aug-10(p)	11	tennessee
CN471310	47	131	"Obion County, TN"	Aug-10(p)	9.6	tennessee
CN471330	47	133	"Overton County, TN"	Aug-10(p)	9.5	tennessee
CN471350	47	135	"Perry County, TN"	Aug-10(p)	13.4	tennessee
CN471370	47	137	"Pickett County, TN"	Aug-10(p)	12.8	tennessee
CN471390	47	139	"Polk County, TN"	Aug-10(p)	10.3	tennessee
CN471410	47	141	"Putnam County, TN"	Aug-10(p)	8.9	tennessee
CN471430	47	143	"Rhea County, TN"	Aug-10(p)	12.5	tennessee
CN471450	47	145	"Roane County, TN"	Aug-10(p)	7.8	tennessee
CN471470	47	147	"Robertson County, TN"	Aug-10(p)	8.4	tennessee
PA470500	47	149	"Rutherford County, TN"	Aug-10(p)	8.6	tennessee
CN471510	47	151	"Scott County, TN"	Aug-10(p)	19.8	tennessee
CN471530	47	153	"Sequatchie County, TN"	Aug-10(p)	10.9	tennessee
CN471550	47	155	"Sevier County, TN"	Aug-10(p)	8.4	tennessee
PS470200	47	157	"Shelby County, TN"	Aug-10(p)	9.9	tennessee
CN471590	47	159	"Smith County, TN"	Aug-10(p)	9.3	tennessee
CN471610	47	161	"Stewart County, TN"	Aug-10(p)	10.5	tennessee
PS470300	47	163	"Sullivan County, TN"	Aug-10(p)	7.9	tennessee
PA470550	47	165	"Sumner County, TN"	Aug-10(p)	8.6	tennessee
CN471670	47	167	"Tipton County, TN"	Aug-10(p)	10.3	tennessee
CN471690	47	169	"Trousdale County, TN"	Aug-10(p)	9.8	tennessee
CN471710	47	171	"Unicoi County, TN"	Aug-10(p)	9.1	tennessee
CN471730	47	173	"Union County, TN"	Aug-10(p)	8.4	tennessee
CN471750	47	175	"Van Buren County, TN"	Aug-10(p)	10.7	tennessee
CN471770	47	177	"Warren County, TN"	Aug-10(p)	11.1	tennessee
PA470600	47	179	"Washington County, TN"	Aug-10(p)	8.4	tennessee
CN471810	47	181	"Wayne County, TN"	Aug-10(p)	11.9	tennessee
CN471830	47	183	"Weakley County, TN"	Aug-10(p)	12.1	tennessee
CN471850	47	185	"White County, TN"	Aug-10(p)	12	tennessee
PA470800	47	187	"Williamson County, TN"	Aug-10(p)	7	tennessee
PA471200	47	189	"Wilson County, TN"	Aug-10(p)	8.2	tennessee
CN480010	48	1	"Anderson County, TX"	Aug-10(p)	9.8	texas
CN480030	48	3	"Andrews County, TX"	Aug-10(p)	6.3	texas
PA481550	48	5	"Angelina County, TX"	Aug-10(p)	8.3	texas
CN480070	48	7	"Aransas County, TX"	Aug-10(p)	8.3	texas
CN480090	48	9	"Archer County, TX"	Aug-10(p)	6.3	texas
CN480110	48	11	"Armstrong County, TX"	Aug-10(p)	4.9	texas
CN480130	48	13	"Atascosa County, TX"	Aug-10(p)	8.1	texas
CN480150	48	15	"Austin County, TX"	Aug-10(p)	7.8	texas
CN480170	48	17	"Bailey County, TX"	Aug-10(p)	7.2	texas
CN480190	48	19	"Bandera County, TX"	Aug-10(p)	7.1	texas
CN480210	48	21	"Bastrop County, TX"	Aug-10(p)	8.3	texas
CN480230	48	23	"Baylor County, TX"	Aug-10(p)	6.4	texas
CN480250	48	25	"Bee County, TX"	Aug-10(p)	9.9	texas
CN480270	48	27	"Bell County, TX"	Aug-10(p)	7.7	texas
CN480290	48	29	"Bexar County, TX"	Aug-10(p)	7.8	texas
CN480310	48	31	"Blanco County, TX"	Aug-10(p)	5.7	texas
CN480330	48	33	"Borden County, TX"	Aug-10(p)	5.4	texas
CN480350	48	35	"Bosque County, TX"	Aug-10(p)	8.6	texas
CN480370	48	37	"Bowie County, TX"	Aug-10(p)	8.8	texas
PA483000	48	39	"Brazoria County, TX"	Aug-10(p)	9.4	texas
PA481330	48	41	"Brazos County, TX"	Aug-10(p)	6.7	texas
CN480430	48	43	"Brewster County, TX"	Aug-10(p)	5.9	texas
CN480450	48	45	"Briscoe County, TX"	Aug-10(p)	5.9	texas
CN480470	48	47	"Brooks County, TX"	Aug-10(p)	10.4	texas
CN480490	48	49	"Brown County, TX"	Aug-10(p)	7.4	texas
CN480510	48	51	"Burleson County, TX"	Aug-10(p)	6.7	texas
CN480530	48	53	"Burnet County, TX"	Aug-10(p)	6.4	texas
CN480550	48	55	"Caldwell County, TX"	Aug-10(p)	8.6	texas
CN480570	48	57	"Calhoun County, TX"	Aug-10(p)	9.7	texas
CN480590	48	59	"Callahan County, TX"	Aug-10(p)	5.9	texas
PS480120	48	61	"Cameron County, TX"	Aug-10(p)	11.7	texas
CN480630	48	63	"Camp County, TX"	Aug-10(p)	9.3	texas
CN480650	48	65	"Carson County, TX"	Aug-10(p)	5.3	texas
CN480670	48	67	"Cass County, TX"	Aug-10(p)	11.1	texas
CN480690	48	69	"Castro County, TX"	Aug-10(p)	6.1	texas
CN480710	48	71	"Chambers County, TX"	Aug-10(p)	10.2	texas
CN480730	48	73	"Cherokee County, TX"	Aug-10(p)	9.2	texas
CN480750	48	75	"Childress County, TX"	Aug-10(p)	7	texas
CN480770	48	77	"Clay County, TX"	Aug-10(p)	6.4	texas
CN480790	48	79	"Cochran County, TX"	Aug-10(p)	8.6	texas
CN480810	48	81	"Coke County, TX"	Aug-10(p)	9.1	texas
CN480830	48	83	"Coleman County, TX"	Aug-10(p)	7	texas
CN480850	48	85	"Collin County, TX"	Aug-10(p)	7.7	texas
CN480870	48	87	"Collingsworth County, TX"	Aug-10(p)	5.7	texas
CN480890	48	89	"Colorado County, TX"	Aug-10(p)	7.3	texas
CN480910	48	91	"Comal County, TX"	Aug-10(p)	6.7	texas
CN480930	48	93	"Comanche County, TX"	Aug-10(p)	6.7	texas
CN480950	48	95	"Concho County, TX"	Aug-10(p)	8.7	texas
CN480970	48	97	"Cooke County, TX"	Aug-10(p)	6.7	texas
PA483300	48	99	"Coryell County, TX"	Aug-10(p)	9.4	texas
CN481010	48	101	"Cottle County, TX"	Aug-10(p)	6.4	texas
CN481030	48	103	"Crane County, TX"	Aug-10(p)	7.7	texas
CN481050	48	105	"Crockett County, TX"	Aug-10(p)	5.8	texas
CN481070	48	107	"Crosby County, TX"	Aug-10(p)	7.5	texas
CN481090	48	109	"Culberson County, TX"	Aug-10(p)	4.5	texas
CN481110	48	111	"Dallam County, TX"	Aug-10(p)	5.1	texas
CN481130	48	113	"Dallas County, TX"	Aug-10(p)	8.8	texas
CN481150	48	115	"Dawson County, TX"	Aug-10(p)	8.4	texas
CN481170	48	117	"Deaf Smith County, TX"	Aug-10(p)	6.2	texas
CN481190	48	119	"Delta County, TX"	Aug-10(p)	9.2	texas
PA481520	48	121	"Denton County, TX"	Aug-10(p)	7.7	texas
CN481230	48	123	"DeWitt County, TX"	Aug-10(p)	8.5	texas
CN481250	48	125	"Dickens County, TX"	Aug-10(p)	12.3	texas
CN481270	48	127	"Dimmit County, TX"	Aug-10(p)	10.3	texas
CN481290	48	129	"Donley County, TX"	Aug-10(p)	7.6	texas
CN481310	48	131	"Duval County, TX"	Aug-10(p)	11.6	texas
CN481330	48	133	"Eastland County, TX"	Aug-10(p)	8.3	texas
CN481350	48	135	"Ector County, TX"	Aug-10(p)	8.1	texas
CN481370	48	137	"Edwards County, TX"	Aug-10(p)	7.3	texas
PA481900	48	139	"Ellis County, TX"	Aug-10(p)	8.8	texas
PS480400	48	141	"El Paso County, TX"	Aug-10(p)	10.2	texas
CN481430	48	143	"Erath County, TX"	Aug-10(p)	6.9	texas
CN481450	48	145	"Falls County, TX"	Aug-10(p)	10.1	texas
CN481470	48	147	"Fannin County, TX"	Aug-10(p)	9.8	texas
CN481490	48	149	"Fayette County, TX"	Aug-10(p)	5.8	texas
CN481510	48	151	"Fisher County, TX"	Aug-10(p)	6.9	texas
CN481530	48	153	"Floyd County, TX"	Aug-10(p)	9.2	texas
CN481550	48	155	"Foard County, TX"	Aug-10(p)	7.8	texas
PA483050	48	157	"Fort Bend County, TX"	Aug-10(p)	8.3	texas
CN481590	48	159	"Franklin County, TX"	Aug-10(p)	7.8	texas
CN481610	48	161	"Freestone County, TX"	Aug-10(p)	6.7	texas
CN481630	48	163	"Frio County, TX"	Aug-10(p)	8	texas
CN481650	48	165	"Gaines County, TX"	Aug-10(p)	6.2	texas
PS480470	48	167	"Galveston County, TX"	Aug-10(p)	9.3	texas
CN481690	48	169	"Garza County, TX"	Aug-10(p)	5.7	texas
CN481710	48	171	"Gillespie County, TX"	Aug-10(p)	4.6	texas
CN481730	48	173	"Glasscock County, TX"	Aug-10(p)	5.9	texas
CN481750	48	175	"Goliad County, TX"	Aug-10(p)	7.3	texas
CN481770	48	177	"Gonzales County, TX"	Aug-10(p)	6	texas
CN481790	48	179	"Gray County, TX"	Aug-10(p)	7.3	texas
PA481000	48	181	"Grayson County, TX"	Aug-10(p)	8.6	texas
CN481830	48	183	"Gregg County, TX"	Aug-10(p)	7.4	texas
CN481850	48	185	"Grimes County, TX"	Aug-10(p)	9	texas
CN481870	48	187	"Guadalupe County, TX"	Aug-10(p)	7	texas
CN481890	48	189	"Hale County, TX"	Aug-10(p)	7.6	texas
CN481910	48	191	"Hall County, TX"	Aug-10(p)	10.3	texas
CN481930	48	193	"Hamilton County, TX"	Aug-10(p)	6.5	texas
CN481950	48	195	"Hansford County, TX"	Aug-10(p)	4.7	texas
CN481970	48	197	"Hardeman County, TX"	Aug-10(p)	7.5	texas
CN481990	48	199	"Hardin County, TX"	Aug-10(p)	9.8	texas
CN482010	48	201	"Harris County, TX"	Aug-10(p)	8.6	texas
PA483400	48	203	"Harrison County, TX"	Aug-10(p)	8.8	texas
CN482050	48	205	"Hartley County, TX"	Aug-10(p)	5	texas
CN482070	48	207	"Haskell County, TX"	Aug-10(p)	5	texas
CN482090	48	209	"Hays County, TX"	Aug-10(p)	7.2	texas
CN482110	48	211	"Hemphill County, TX"	Aug-10(p)	3	texas
CN482130	48	213	"Henderson County, TX"	Aug-10(p)	8.8	texas
CN482150	48	215	"Hidalgo County, TX"	Aug-10(p)	12.2	texas
CN482170	48	217	"Hill County, TX"	Aug-10(p)	8.2	texas
CN482190	48	219	"Hockley County, TX"	Aug-10(p)	6.7	texas
CN482210	48	221	"Hood County, TX"	Aug-10(p)	7.1	texas
CN482230	48	223	"Hopkins County, TX"	Aug-10(p)	6.8	texas
CN482250	48	225	"Houston County, TX"	Aug-10(p)	10.2	texas
CN482270	48	227	"Howard County, TX"	Aug-10(p)	7.4	texas
CN482290	48	229	"Hudspeth County, TX"	Aug-10(p)	6.2	texas
PA483100	48	231	"Hunt County, TX"	Aug-10(p)	8.9	texas
CN482330	48	233	"Hutchinson County, TX"	Aug-10(p)	7.6	texas
CN482350	48	235	"Irion County, TX"	Aug-10(p)	4.8	texas
CN482370	48	237	"Jack County, TX"	Aug-10(p)	5.5	texas
CN482390	48	239	"Jackson County, TX"	Aug-10(p)	7.5	texas
CN482410	48	241	"Jasper County, TX"	Aug-10(p)	11.5	texas
CN482430	48	243	"Jeff Davis County, TX"	Aug-10(p)	6	texas
CN482450	48	245	"Jefferson County, TX"	Aug-10(p)	11.1	texas
CN482470	48	247	"Jim Hogg County, TX"	Aug-10(p)	7.7	texas
CN482490	48	249	"Jim Wells County, TX"	Aug-10(p)	8.5	texas
PA481540	48	251	"Johnson County, TX"	Aug-10(p)	8.3	texas
CN482530	48	253	"Jones County, TX"	Aug-10(p)	8.3	texas
CN482550	48	255	"Karnes County, TX"	Aug-10(p)	10.2	texas
CN482570	48	257	"Kaufman County, TX"	Aug-10(p)	9.3	texas
CN482590	48	259	"Kendall County, TX"	Aug-10(p)	6.1	texas
CN482610	48	261	"Kenedy County, TX"	Aug-10(p)	4.4	texas
CN482630	48	263	"Kent County, TX"	Aug-10(p)	5.8	texas
CN482650	48	265	"Kerr County, TX"	Aug-10(p)	6.2	texas
CN482670	48	267	"Kimble County, TX"	Aug-10(p)	6.8	texas
CN482690	48	269	"King County, TX"	Aug-10(p)	5.5	texas
CN482710	48	271	"Kinney County, TX"	Aug-10(p)	8.5	texas
CN482730	48	273	"Kleberg County, TX"	Aug-10(p)	7.1	texas
CN482750	48	275	"Knox County, TX"	Aug-10(p)	6.6	texas
CN482770	48	277	"Lamar County, TX"	Aug-10(p)	9	texas
CN482790	48	279	"Lamb County, TX"	Aug-10(p)	7.4	texas
CN482810	48	281	"Lampasas County, TX"	Aug-10(p)	6.1	texas
CN482830	48	283	"La Salle County, TX"	Aug-10(p)	9.3	texas
CN482850	48	285	"Lavaca County, TX"	Aug-10(p)	7.3	texas
CN482870	48	287	"Lee County, TX"	Aug-10(p)	7.2	texas
CN482890	48	289	"Leon County, TX"	Aug-10(p)	7.4	texas
CN482910	48	291	"Liberty County, TX"	Aug-10(p)	10.8	texas
CN482930	48	293	"Limestone County, TX"	Aug-10(p)	7.1	texas
CN482950	48	295	"Lipscomb County, TX"	Aug-10(p)	5.3	texas
CN482970	48	297	"Live Oak County, TX"	Aug-10(p)	7.3	texas
CN482990	48	299	"Llano County, TX"	Aug-10(p)	7.1	texas
CN483010	48	301	"Loving County, TX"	Aug-10(p)	9.8	texas
CN483030	48	303	"Lubbock County, TX"	Aug-10(p)	6.3	texas
CN483050	48	305	"Lynn County, TX"	Aug-10(p)	7.4	texas
CN483070	48	307	"McCulloch County, TX"	Aug-10(p)	7.3	texas
CN483090	48	309	"McLennan County, TX"	Aug-10(p)	7.4	texas
CN483110	48	311	"McMullen County, TX"	Aug-10(p)	7.2	texas
CN483130	48	313	"Madison County, TX"	Aug-10(p)	8.8	texas
CN483150	48	315	"Marion County, TX"	Aug-10(p)	10.7	texas
CN483170	48	317	"Martin County, TX"	Aug-10(p)	6	texas
CN483190	48	319	"Mason County, TX"	Aug-10(p)	5.1	texas
CN483210	48	321	"Matagorda County, TX"	Aug-10(p)	12.1	texas
CN483230	48	323	"Maverick County, TX"	Aug-10(p)	13.8	texas
CN483250	48	325	"Medina County, TX"	Aug-10(p)	7.7	texas
CN483270	48	327	"Menard County, TX"	Aug-10(p)	7.5	texas
CN483290	48	329	"Midland County, TX"	Aug-10(p)	5.6	texas
CN483310	48	331	"Milam County, TX"	Aug-10(p)	10.9	texas
CN483330	48	333	"Mills County, TX"	Aug-10(p)	6.2	texas
CN483350	48	335	"Mitchell County, TX"	Aug-10(p)	9.3	texas
CN483370	48	337	"Montague County, TX"	Aug-10(p)	7	texas
PA481800	48	339	"Montgomery County, TX"	Aug-10(p)	7.7	texas
CN483410	48	341	"Moore County, TX"	Aug-10(p)	5	texas
CN483430	48	343	"Morris County, TX"	Aug-10(p)	13.3	texas
CN483450	48	345	"Motley County, TX"	Aug-10(p)	5.6	texas
CN483470	48	347	"Nacogdoches County, TX"	Aug-10(p)	7.2	texas
CN483490	48	349	"Navarro County, TX"	Aug-10(p)	9.4	texas
CN483510	48	351	"Newton County, TX"	Aug-10(p)	12.9	texas
CN483530	48	353	"Nolan County, TX"	Aug-10(p)	6.9	texas
CN483550	48	355	"Nueces County, TX"	Aug-10(p)	7.9	texas
CN483570	48	357	"Ochiltree County, TX"	Aug-10(p)	5.5	texas
CN483590	48	359	"Oldham County, TX"	Aug-10(p)	6.9	texas
PA480250	48	361	"Orange County, TX"	Aug-10(p)	11	texas
CN483630	48	363	"Palo Pinto County, TX"	Aug-10(p)	8.1	texas
CN483650	48	365	"Panola County, TX"	Aug-10(p)	7.3	texas
CN483670	48	367	"Parker County, TX"	Aug-10(p)	7.7	texas
CN483690	48	369	"Parmer County, TX"	Aug-10(p)	4.8	texas
CN483710	48	371	"Pecos County, TX"	Aug-10(p)	7.7	texas
CN483730	48	373	"Polk County, TX"	Aug-10(p)	9.9	texas
CN483750	48	375	"Potter County, TX"	Aug-10(p)	6.6	texas
CN483770	48	377	"Presidio County, TX"	Aug-10(p)	18.1	texas
CN483790	48	379	"Rains County, TX"	Aug-10(p)	9.5	texas
CN483810	48	381	"Randall County, TX"	Aug-10(p)	5	texas
CN483830	48	383	"Reagan County, TX"	Aug-10(p)	5.6	texas
CN483850	48	385	"Real County, TX"	Aug-10(p)	5.4	texas
CN483870	48	387	"Red River County, TX"	Aug-10(p)	11.2	texas
CN483890	48	389	"Reeves County, TX"	Aug-10(p)	11.2	texas
CN483910	48	391	"Refugio County, TX"	Aug-10(p)	7	texas
CN483930	48	393	"Roberts County, TX"	Aug-10(p)	4.2	texas
CN483950	48	395	"Robertson County, TX"	Aug-10(p)	9.2	texas
CN483970	48	397	"Rockwall County, TX"	Aug-10(p)	7.6	texas
CN483990	48	399	"Runnels County, TX"	Aug-10(p)	10.4	texas
CN484010	48	401	"Rusk County, TX"	Aug-10(p)	7.9	texas
CN484030	48	403	"Sabine County, TX"	Aug-10(p)	15.6	texas
CN484050	48	405	"San Augustine County, TX"	Aug-10(p)	11.5	texas
CN484070	48	407	"San Jacinto County, TX"	Aug-10(p)	10.5	texas
PA480450	48	409	"San Patricio County, TX"	Aug-10(p)	10.2	texas
CN484110	48	411	"San Saba County, TX"	Aug-10(p)	8.6	texas
CN484130	48	413	"Schleicher County, TX"	Aug-10(p)	8.3	texas
CN484150	48	415	"Scurry County, TX"	Aug-10(p)	6.8	texas
CN484170	48	417	"Shackelford County, TX"	Aug-10(p)	5.1	texas
CN484190	48	419	"Shelby County, TX"	Aug-10(p)	8.5	texas
CN484210	48	421	"Sherman County, TX"	Aug-10(p)	5.7	texas
CN484230	48	423	"Smith County, TX"	Aug-10(p)	7.8	texas
CN484250	48	425	"Somervell County, TX"	Aug-10(p)	8.1	texas
CN484270	48	427	"Starr County, TX"	Aug-10(p)	17.3	texas
CN484290	48	429	"Stephens County, TX"	Aug-10(p)	7	texas
CN484310	48	431	"Sterling County, TX"	Aug-10(p)	4.3	texas
CN484330	48	433	"Stonewall County, TX"	Aug-10(p)	5.1	texas
