LAUS_CODE	STATE_FIPS	COUNTY_FIPS	COUNTY	MONTH	RATE	region
CN010010	1	1	"Autauga County, AL"	Aug-10(p)	8.1	alabama
PA011000	1	3	"Baldwin County, AL"	Aug-10(p)	8.2	alabama
CN010050	1	5	"Barbour County, AL"	Aug-10(p)	11.6	alabama
CN010070	1	7	"Bibb County, AL"	Aug-10(p)	10.1	alabama
CN010090	1	9	"Blount County, AL"	Aug-10(p)	8.3	alabama
CN010110	1	11	"Bullock County, AL"	Aug-10(p)	15	alabama
CN010130	1	13	"Butler County, AL"	Aug-10(p)	12.2	alabama
PA010250	1	15	"Calhoun County, AL"	Aug-10(p)	9.1	alabama
CN010170	1	17	"Chambers County, AL"	Aug-10(p)	13.6	alabama
CN010190	1	19	"Cherokee County, AL"	Aug-10(p)	8.8	alabama
CN010210	1	21	"Chilton County, AL"	Aug-10(p)	9.4	alabama
CN010230	1	23	"Choctaw County, AL"	Aug-10(p)	11.1	alabama
CN010250	1	25	"Clarke County, AL"	Aug-10(p)	15.8	alabama
CN010270	1	27	"Clay County, AL"	Aug-10(p)	13.3	alabama
CN010290	1	29	"Cleburne County, AL"	Aug-10(p)	8.4	alabama
CN010310	1	31	"Coffee County, AL"	Aug-10(p)	7.3	alabama
PA010900	1	33	"Colbert County, AL"	Aug-10(p)	9.2	alabama
CN010350	1	35	"Conecuh County, AL"	Aug-10(p)	15.4	alabama
CN010370	1	37	"Coosa County, AL"	Aug-10(p)	12.2	alabama
CN010390	1	39	"Covington County, AL"	Aug-10(p)	8.7	alabama
CN010410	1	41	"Crenshaw County, AL"	Aug-10(p)	8.7	alabama
PA010400	1	43	"Cullman County, AL"	Aug-10(p)	8.6	alabama
PA010450	1	45	"Dale County, AL"	Aug-10(p)	7.8	alabama
PA010500	1	47	"Dallas County, AL"	Aug-10(p)	17.8	alabama
PA010270	1	49	"DeKalb County, AL"	Aug-10(p)	11.1	alabama
CN010510	1	51	"Elmore County, AL"	Aug-10(p)	8.3	alabama
CN010530	1	53	"Escambia County, AL"	Aug-10(p)	10.9	alabama
PS010010	1	55	"Etowah County, AL"	Aug-10(p)	9.2	alabama
CN010570	1	57	"Fayette County, AL"	Aug-10(p)	11.4	alabama
CN010590	1	59	"Franklin County, AL"	Aug-10(p)	9.7	alabama
CN010610	1	61	"Geneva County, AL"	Aug-10(p)	8.8	alabama
CN010630	1	63	"Greene County, AL"	Aug-10(p)	18.8	alabama
CN010650	1	65	"Hale County, AL"	Aug-10(p)	11.3	alabama
CN010670	1	67	"Henry County, AL"	Aug-10(p)	9.3	alabama
PA010550	1	69	"Houston County, AL"	Aug-10(p)	7.9	alabama
PA010570	1	71	"Jackson County, AL"	Aug-10(p)	9.5	alabama
PS010050	1	73	"Jefferson County, AL"	Aug-10(p)	9.4	alabama
CN010750	1	75	"Lamar County, AL"	Aug-10(p)	13.1	alabama
PA010600	1	77	"Lauderdale County, AL"	Aug-10(p)	8.6	alabama
CN010790	1	79	"Lawrence County, AL"	Aug-10(p)	9.9	alabama
PA010650	1	81	"Lee County, AL"	Aug-10(p)	7.8	alabama
CN010830	1	83	"Limestone County, AL"	Aug-10(p)	7.4	alabama
CN010850	1	85	"Lowndes County, AL"	Aug-10(p)	15.5	alabama
CN010870	1	87	"Macon County, AL"	Aug-10(p)	11.7	alabama
CN010890	1	89	"Madison County, AL"	Aug-10(p)	7.1	alabama
CN010910	1	91	"Marengo County, AL"	Aug-10(p)	12.5	alabama
CN010930	1	93	"Marion County, AL"	Aug-10(p)	13.1	alabama
PA010700	1	95	"Marshall County, AL"	Aug-10(p)	8.2	alabama
CN010970	1	97	"Mobile County, AL"	Aug-10(p)	10.2	alabama
CN010990	1	99	"Monroe County, AL"	Aug-10(p)	16.2	alabama
CN011010	1	101	"Montgomery County, AL"	Aug-10(p)	9.2	alabama
PA010750	1	103	"Morgan County, AL"	Aug-10(p)	9.3	alabama
CN011050	1	105	"Perry County, AL"	Aug-10(p)	16	alabama
CN011070	1	107	"Pickens County, AL"	Aug-10(p)	11.4	alabama
CN011090	1	109	"Pike County, AL"	Aug-10(p)	7.5	alabama
CN011110	1	111	"Randolph County, AL"	Aug-10(p)	12.4	alabama
CN011130	1	113	"Russell County, AL"	Aug-10(p)	10.7	alabama
CN011150	1	115	"St. Clair County, AL"	Aug-10(p)	9	alabama
PA011100	1	117	"Shelby County, AL"	Aug-10(p)	6.8	alabama
CN011190	1	119	"Sumter County, AL"	Aug-10(p)	14.7	alabama
PA010800	1	121	"Talladega County, AL"	Aug-10(p)	11.4	alabama
CN011230	1	123	"Tallapoosa County, AL"	Aug-10(p)	12.2	alabama
PS010220	1	125	"Tuscaloosa County, AL"	Aug-10(p)	7.6	alabama
PA010850	1	127	"Walker County, AL"	Aug-10(p)	10.3	alabama
CN011290	1	129	"Washington County, AL"	Aug-10(p)	13.8	alabama
CN011310	1	131	"Wilcox County, AL"	Aug-10(p)	21.3	alabama
CN011330	1	133	"Winston County, AL"	Aug-10(p)	14.3	alabama
CN020130	2	13	"Aleutians East Borough, AK"	Aug-10(p)	6.2	alaska
CN020100	2	16	"Aleutians West Census Area, AK"	Aug-10(p)	4.9	alaska
CN020200	2	20	"Anchorage Borough/municipality, AK"	Aug-10(p)	6.6	alaska
CN020500	2	50	"Bethel Census Area, AK"	Aug-10(p)	15.1	alaska
CN020600	2	60	"Bristol Bay Borough, AK"	Aug-10(p)	1.8	alaska
CN020680	2	68	"Denali Borough, AK"	Aug-10(p)	3.3	alaska
CN020700	2	70	"Dillingham Census Area, AK"	Aug-10(p)	7.2	alaska
CN020900	2	90	"Fairbanks North Star Borough, AK"	Aug-10(p)	6.3	alaska
CN021000	2	100	"Haines Borough, AK"	Aug-10(p)	4.3	alaska
CN021050	2	105	"Hoonah-Angoon Census Area, AK"	Aug-10(p)	9.2	alaska
CN021100	2	110	"Juneau Borough/city, AK"	Aug-10(p)	5.5	alaska
CN021220	2	122	"Kenai Peninsula Borough, AK"	Aug-10(p)	8.3	alaska
CN021300	2	130	"Ketchikan Gateway Borough, AK"	Aug-10(p)	5.5	alaska
CN021500	2	150	"Kodiak Island Borough, AK"	Aug-10(p)	5.8	alaska
CN021640	2	164	"Lake and Peninsula Borough, AK"	Aug-10(p)	6.2	alaska
CN021700	2	170	"Matanuska-Susitna Borough, AK"	Aug-10(p)	7.8	alaska
CN021800	2	180	"Nome Census Area, AK"	Aug-10(p)	14.1	alaska
CN021850	2	185	"North Slope Borough, AK"	Aug-10(p)	5.5	alaska
CN021880	2	188	"Northwest Arctic Borough, AK"	Aug-10(p)	13.3	alaska
CN022010	2	201	"Prince of Wales-Outer Ketchikan Census Area, AK"	Aug-10(p)	13.1	alaska
CN022200	2	220	"Sitka Borough/city, AK"	Aug-10(p)	5.2	alaska
CN022300	2	230	"Skagway Borough/municipality, AK"	Aug-10(p)	2.7	alaska
CN022400	2	240	"Southeast Fairbanks Census Area, AK"	Aug-10(p)	8.7	alaska
CN022610	2	261	"Valdez-Cordova Census Area, AK"	Aug-10(p)	5.5	alaska
CN022700	2	270	"Wade Hampton Census Area, AK"	Aug-10(p)	21	alaska
CN022800	2	280	"Wrangell-Petersburg Census Area, AK"	Aug-10(p)	6.7	alaska
CN022820	2	282	"Yakutat Borough/city, AK"	Aug-10(p)	7.7	alaska
CN022900	2	290	"Yukon-Koyukuk Census Area, AK"	Aug-10(p)	13.4	alaska
PA040800	4	1	"Apache County, AZ"	Aug-10(p)	16.3	arizona
PA040400	4	3	"Cochise County, AZ"	Aug-10(p)	8.4	arizona
PA040600	4	5	"Coconino County, AZ"	Aug-10(p)	8.1	arizona
CN040070	4	7	"Gila County, AZ"	Aug-10(p)	10.8	arizona
CN040090	4	9	"Graham County, AZ"	Aug-10(p)	13	arizona
CN040110	4	11	"Greenlee County, AZ"	Aug-10(p)	10.5	arizona
CN040120	4	12	"La Paz County, AZ"	Aug-10(p)	10.2	arizona
CN040130	4	13	"Maricopa County, AZ"	Aug-10(p)	8.9	arizona
PA040900	4	15	"Mohave County, AZ"	Aug-10(p)	11.1	arizona
PA040550	4	17	"Navajo County, AZ"	Aug-10(p)	15.6	arizona
CN040190	4	19	"Pima County, AZ"	Aug-10(p)	9	arizona
PA040450	4	21	"Pinal County, AZ"	Aug-10(p)	12.2	arizona
CN040230	4	23	"Santa Cruz County, AZ"	Aug-10(p)	18.5	arizona
PA040700	4	25	"Yavapai County, AZ"	Aug-10(p)	10.1	arizona
PA040500	4	27	"Yuma County, AZ"	Aug-10(p)	30.2	arizona
CN050010	5	1	"Arkansas County, AR"	Aug-10(p)	14.9	arkansas
CN050030	5	3	"Ashley County, AR"	Aug-10(p)	9.7	arkansas
CN050050	5	5	"Baxter County, AR"	Aug-10(p)	8.5	arkansas
PA050250	5	7	"Benton County, AR"	Aug-10(p)	6.5	arkansas
CN050090	5	9	"Boone County, AR"	Aug-10(p)	7	arkansas
CN050110	5	11	"Bradley County, AR"	Aug-10(p)	8.7	arkansas
CN050130	5	13	"Calhoun County, AR"	Aug-10(p)	7	arkansas
CN050150	5	15	"Carroll County, AR"	Aug-10(p)	5.7	arkansas
CN050170	5	17	"Chicot County, AR"	Aug-10(p)	9.9	arkansas
CN050190	5	19	"Clark County, AR"	Aug-10(p)	8.9	arkansas
CN050210	5	21	"Clay County, AR"	Aug-10(p)	10.7	arkansas
CN050230	5	23	"Cleburne County, AR"	Aug-10(p)	6.6	arkansas
CN050250	5	25	"Cleveland County, AR"	Aug-10(p)	6.9	arkansas
CN050270	5	27	"Columbia County, AR"	Aug-10(p)	9.9	arkansas
CN050290	5	29	"Conway County, AR"	Aug-10(p)	7.9	arkansas
PA050300	5	31	"Craighead County, AR"	Aug-10(p)	7	arkansas
CN050330	5	33	"Crawford County, AR"	Aug-10(p)	7.5	arkansas
PA050700	5	35	"Crittenden County, AR"	Aug-10(p)	9.8	arkansas
CN050370	5	37	"Cross County, AR"	Aug-10(p)	7.9	arkansas
CN050390	5	39	"Dallas County, AR"	Aug-10(p)	10.6	arkansas
CN050410	5	41	"Desha County, AR"	Aug-10(p)	10.6	arkansas
CN050430	5	43	"Drew County, AR"	Aug-10(p)	10.3	arkansas
CN050450	5	45	"Faulkner County, AR"	Aug-10(p)	7.3	arkansas
CN050470	5	47	"Franklin County, AR"	Aug-10(p)	6.3	arkansas
CN050490	5	49	"Fulton County, AR"	Aug-10(p)	7.1	arkansas
PA050400	5	51	"Garland County, AR"	Aug-10(p)	7.9	arkansas
CN050530	5	53	"Grant County, AR"	Aug-10(p)	6.8	arkansas
CN050550	5	55	"Greene County, AR"	Aug-10(p)	9.4	arkansas
CN050570	5	57	"Hempstead County, AR"	Aug-10(p)	8.9	arkansas
CN050590	5	59	"Hot Spring County, AR"	Aug-10(p)	7.3	arkansas
CN050610	5	61	"Howard County, AR"	Aug-10(p)	7.9	arkansas
CN050630	5	63	"Independence County, AR"	Aug-10(p)	8	arkansas
CN050650	5	65	"Izard County, AR"	Aug-10(p)	9	arkansas
CN050670	5	67	"Jackson County, AR"	Aug-10(p)	10.1	arkansas
CN050690	5	69	"Jefferson County, AR"	Aug-10(p)	10.1	arkansas
CN050710	5	71	"Johnson County, AR"	Aug-10(p)	7.5	arkansas
CN050730	5	73	"Lafayette County, AR"	Aug-10(p)	9.7	arkansas
CN050750	5	75	"Lawrence County, AR"	Aug-10(p)	9.5	arkansas
CN050770	5	77	"Lee County, AR"	Aug-10(p)	9.2	arkansas
CN050790	5	79	"Lincoln County, AR"	Aug-10(p)	9.2	arkansas
CN050810	5	81	"Little River County, AR"	Aug-10(p)	7	arkansas
CN050830	5	83	"Logan County, AR"	Aug-10(p)	7.6	arkansas
CN050850	5	85	"Lonoke County, AR"	Aug-10(p)	6.8	arkansas
CN050870	5	87	"Madison County, AR"	Aug-10(p)	6.2	arkansas
CN050890	5	89	"Marion County, AR"	Aug-10(p)	9.9	arkansas
CN050910	5	91	"Miller County, AR"	Aug-10(p)	5.5	arkansas
PA050500	5	93	"Mississippi County, AR"	Aug-10(p)	11.1	arkansas
CN050950	5	95	"Monroe County, AR"	Aug-10(p)	8	arkansas
CN050970	5	97	"Montgomery County, AR"	Aug-10(p)	6.9	arkansas
CN050990	5	99	"Nevada County, AR"	Aug-10(p)	8.2	arkansas
CN051010	5	101	"Newton County, AR"	Aug-10(p)	6.8	arkansas
CN051030	5	103	"Ouachita County, AR"	Aug-10(p)	8.6	arkansas
CN051050	5	105	"Perry County, AR"	Aug-10(p)	7.3	arkansas
CN051070	5	107	"Phillips County, AR"	Aug-10(p)	9.8	arkansas
CN051090	5	109	"Pike County, AR"	Aug-10(p)	7.3	arkansas
CN051110	5	111	"Poinsett County, AR"	Aug-10(p)	8.2	arkansas
CN051130	5	113	"Polk County, AR"	Aug-10(p)	7.4	arkansas
CN051150	5	115	"Pope County, AR"	Aug-10(p)	7.7	arkansas
CN051170	5	117	"Prairie County, AR"	Aug-10(p)	7.7	arkansas
CN051190	5	119	"Pulaski County, AR"	Aug-10(p)	7.2	arkansas
CN051210	5	121	"Randolph County, AR"	Aug-10(p)	9.1	arkansas
CN051230	5	123	"St. Francis County, AR"	Aug-10(p)	9.7	arkansas
PA050800	5	125	"Saline County, AR"	Aug-10(p)	6.9	arkansas
CN051270	5	127	"Scott County, AR"	Aug-10(p)	6.7	arkansas
CN051290	5	129	"Searcy County, AR"	Aug-10(p)	7.7	arkansas
CN051310	5	131	"Sebastian County, AR"	Aug-10(p)	6.6	arkansas
CN051330	5	133	"Sevier County, AR"	Aug-10(p)	6.2	arkansas
CN051350	5	135	"Sharp County, AR"	Aug-10(p)	9.6	arkansas
CN051370	5	137	"Stone County, AR"	Aug-10(p)	8.3	arkansas
CN051390	5	139	"Union County, AR"	Aug-10(p)	9.5	arkansas
CN051410	5	141	"Van Buren County, AR"	Aug-10(p)	9.5	arkansas
CN051430	5	143	"Washington County, AR"	Aug-10(p)	6.2	arkansas
PA050900	5	145	"White County, AR"	Aug-10(p)	7.9	arkansas
CN051470	5	147	"Woodruff County, AR"	Aug-10(p)	8.9	arkansas
CN051490	5	149	"Yell County, AR"	Aug-10(p)	6.5	arkansas
CN060010	6	1	"Alameda County, CA"	Aug-10(p)	11.7	california
CN060030	6	3	"Alpine County, CA"	Aug-10(p)	15.6	california
CN060050	6	5	"Amador County, CA"	Aug-10(p)	12.7	california
PS060150	6	7	"Butte County, CA"	Aug-10(p)	13.8	california
CN060090	6	9	"Calaveras County, CA"	Aug-10(p)	15.4	california
CN060110	6	11	"Colusa County, CA"	Aug-10(p)	16.2	california
CN060130	6	13	"Contra Costa County, CA"	Aug-10(p)	11.3	california
CN060150	6	15	"Del Norte County, CA"	Aug-10(p)	13.6	california
PA063750	6	17	"El Dorado County, CA"	Aug-10(p)	11.9	california
CN060190	6	19	"Fresno County, CA"	Aug-10(p)	15.4	california
CN060210	6	21	"Glenn County, CA"	Aug-10(p)	17	california
PS060300	6	23	"Humboldt County, CA"	Aug-10(p)	11	california
PS060350	6	25	"Imperial County, CA"	Aug-10(p)	30.4	california
CN060270	6	27	"Inyo County, CA"	Aug-10(p)	9.4	california
PS060400	6	29	"Kern County, CA"	Aug-10(p)	15.3	california
PA062730	6	31	"Kings County, CA"	Aug-10(p)	14.8	california
CN060330	6	33	"Lake County, CA"	Aug-10(p)	16.8	california
CN060350	6	35	"Lassen County, CA"	Aug-10(p)	13.6	california
CN060370	6	37	"Los Angeles County, CA"	Aug-10(p)	12.9	california
PA064200	6	39	"Madera County, CA"	Aug-10(p)	14.3	california
PS060550	6	41	"Marin County, CA"	Aug-10(p)	8.4	california
CN060430	6	43	"Mariposa County, CA"	Aug-10(p)	9.7	california
PA063550	6	45	"Mendocino County, CA"	Aug-10(p)	10.8	california
PS060600	6	47	"Merced County, CA"	Aug-10(p)	17.4	california
CN060490	6	49	"Modoc County, CA"	Aug-10(p)	13.7	california
CN060510	6	51	"Mono County, CA"	Aug-10(p)	10.2	california
PS060620	6	53	"Monterey County, CA"	Aug-10(p)	10.5	california
PA063600	6	55	"Napa County, CA"	Aug-10(p)	9.4	california
PA065000	6	57	"Nevada County, CA"	Aug-10(p)	11.3	california
PS060670	6	59	"Orange County, CA"	Aug-10(p)	9.6	california
PS061500	6	61	"Placer County, CA"	Aug-10(p)	11.5	california
CN060630	6	63	"Plumas County, CA"	Aug-10(p)	15.7	california
CN060650	6	65	"Riverside County, CA"	Aug-10(p)	15.3	california
PS061350	6	67	"Sacramento County, CA"	Aug-10(p)	12.8	california
CN060690	6	69	"San Benito County, CA"	Aug-10(p)	14.8	california
CN060710	6	71	"San Bernardino County, CA"	Aug-10(p)	14.2	california
PS060850	6	73	"San Diego County, CA"	Aug-10(p)	10.6	california
PS060900	6	75	"San Francisco County/city, CA"	Aug-10(p)	9.7	california
PS061080	6	77	"San Joaquin County, CA"	Aug-10(p)	16.6	california
CN060790	6	79	"San Luis Obispo County, CA"	Aug-10(p)	10.3	california
PS061000	6	81	"San Mateo County, CA"	Aug-10(p)	9.1	california
PS061010	6	83	"Santa Barbara County, CA"	Aug-10(p)	8.9	california
CN060850	6	85	"Santa Clara County, CA"	Aug-10(p)	11.1	california
PS061030	6	87	"Santa Cruz County, CA"	Aug-10(p)	11	california
PS061450	6	89	"Shasta County, CA"	Aug-10(p)	15	california
CN060910	6	91	"Sierra County, CA"	Aug-10(p)	12.6	california
CN060930	6	93	"Siskiyou County, CA"	Aug-10(p)	15.4	california
PS061050	6	95	"Solano County, CA"	Aug-10(p)	12	california
PS061060	6	97	"Sonoma County, CA"	Aug-10(p)	10.5	california
PS061070	6	99	"Stanislaus County, CA"	Aug-10(p)	16.4	california
PA065100	6	101	"Sutter County, CA"	Aug-10(p)	16.7	california
CN061030	6	103	"Tehama County, CA"	Aug-10(p)	15.2	california
CN061050	6	105	"Trinity County, CA"	Aug-10(p)	16.9	california
PS061210	6	107	"Tulare County, CA"	Aug-10(p)	15.9	california
CN061090	6	109	"Tuolumne County, CA"	Aug-10(p)	13.2	california
PS061220	6	111	"Ventura County, CA"	Aug-10(p)	11.2	california
CN061130	6	113	"Yolo County, CA"	Aug-10(p)	11.6	california
CN061150	6	115	"Yuba County, CA"	Aug-10(p)	18.9	california
CN080010	8	1	"Adams County, CO"	Aug-10(p)	9.1	colorado
CN080030	8	3	"Alamosa County, CO"	Aug-10(p)	7	colorado
PS080100	8	5	"Arapahoe County, CO"	Aug-10(p)	8.1	colorado
CN080070	8	7	"Archuleta County, CO"	Aug-10(p)	8.8	colorado
CN080090	8	9	"Baca County, CO"	Aug-10(p)	3.9	colorado
CN080110	8	11	"Bent County, CO"	Aug-10(p)	7.3	colorado
CN080130	8	13	"Boulder County, CO"	Aug-10(p)	6.4	colorado
CN080140	8	14	"Broomfield County/city, CO"	Aug-10(p)	7.1	colorado
CN080150	8	15	"Chaffee County, CO"	Aug-10(p)	6.5	colorado
CN080170	8	17	"Cheyenne County, CO"	Aug-10(p)	3	colorado
CN080190	8	19	"Clear Creek County, CO"	Aug-10(p)	7.9	colorado
CN080210	8	21	"Conejos County, CO"	Aug-10(p)	8.3	colorado
CN080230	8	23	"Costilla County, CO"	Aug-10(p)	11.8	colorado
CN080250	8	25	"Crowley County, CO"	Aug-10(p)	8.7	colorado
CN080270	8	27	"Custer County, CO"	Aug-10(p)	5.7	colorado
CN080290	8	29	"Delta County, CO"	Aug-10(p)	8.4	colorado
PS080250	8	31	"Denver County/city, CO"	Aug-10(p)	8.7	colorado
CN080330	8	33	"Dolores County, CO"	Aug-10(p)	14.5	colorado
CN080350	8	35	"Douglas County, CO"	Aug-10(p)	6.5	colorado
CN080370	8	37	"Eagle County, CO"	Aug-10(p)	7.9	colorado
CN080390	8	39	"Elbert County, CO"	Aug-10(p)	7.5	colorado
PS080200	8	41	"El Paso County, CO"	Aug-10(p)	8.7	colorado
CN080430	8	43	"Fremont County, CO"	Aug-10(p)	9.5	colorado
CN080450	8	45	"Garfield County, CO"	Aug-10(p)	8.5	colorado
CN080470	8	47	"Gilpin County, CO"	Aug-10(p)	6.7	colorado
CN080490	8	49	"Grand County, CO"	Aug-10(p)	7.3	colorado
CN080510	8	51	"Gunnison County, CO"	Aug-10(p)	5.5	colorado
CN080530	8	53	"Hinsdale County, CO"	Aug-10(p)	2.9	colorado
CN080550	8	55	"Huerfano County, CO"	Aug-10(p)	10.2	colorado
CN080570	8	57	"Jackson County, CO"	Aug-10(p)	5.7	colorado
CN080590	8	59	"Jefferson County, CO"	Aug-10(p)	7.8	colorado
CN080610	8	61	"Kiowa County, CO"	Aug-10(p)	4.4	colorado
CN080630	8	63	"Kit Carson County, CO"	Aug-10(p)	3.9	colorado
CN080650	8	65	"Lake County, CO"	Aug-10(p)	11.3	colorado
CN080670	8	67	"La Plata County, CO"	Aug-10(p)	6.1	colorado
PS080310	8	69	"Larimer County, CO"	Aug-10(p)	6.5	colorado
CN080710	8	71	"Las Animas County, CO"	Aug-10(p)	8.3	colorado
CN080730	8	73	"Lincoln County, CO"	Aug-10(p)	3.9	colorado
CN080750	8	75	"Logan County, CO"	Aug-10(p)	6.2	colorado
PA080250	8	77	"Mesa County, CO"	Aug-10(p)	9.3	colorado
CN080790	8	79	"Mineral County, CO"	Aug-10(p)	6	colorado
CN080810	8	81	"Moffat County, CO"	Aug-10(p)	8.1	colorado
CN080830	8	83	"Montezuma County, CO"	Aug-10(p)	7.7	colorado
CN080850	8	85	"Montrose County, CO"	Aug-10(p)	9.6	colorado
CN080870	8	87	"Morgan County, CO"	Aug-10(p)	6.7	colorado
CN080890	8	89	"Otero County, CO"	Aug-10(p)	7.5	colorado
CN080910	8	91	"Ouray County, CO"	Aug-10(p)	5.9	colorado
CN080930	8	93	"Park County, CO"	Aug-10(p)	7.2	colorado
CN080950	8	95	"Phillips County, CO"	Aug-10(p)	4	colorado
CN080970	8	97	"Pitkin County, CO"	Aug-10(p)	6.1	colorado
CN080990	8	99	"Prowers County, CO"	Aug-10(p)	6	colorado
PS080320	8	101	"Pueblo County, CO"	Aug-10(p)	9.7	colorado
CN081030	8	103	"Rio Blanco County, CO"	Aug-10(p)	5.5	colorado
CN081050	8	105	"Rio Grande County, CO"	Aug-10(p)	8.3	colorado
CN081070	8	107	"Routt County, CO"	Aug-10(p)	8.3	colorado
CN081090	8	109	"Saguache County, CO"	Aug-10(p)	12.1	colorado
CN081110	8	111	"San Juan County, CO"	Aug-10(p)	9.4	colorado
CN081130	8	113	"San Miguel County, CO"	Aug-10(p)	5.8	colorado
CN081150	8	115	"Sedgwick County, CO"	Aug-10(p)	4.5	colorado
CN081170	8	117	"Summit County, CO"	Aug-10(p)	7.3	colorado
CN081190	8	119	"Teller County, CO"	Aug-10(p)	8.6	colorado
CN081210	8	121	"Washington County, CO"	Aug-10(p)	4.6	colorado
PS080330	8	123	"Weld County, CO"	Aug-10(p)	9.1	colorado
CN081250	8	125	"Yuma County, CO"	Aug-10(p)	3.6	colorado
CN090010	9	1	"Fairfield County, CT"	Aug-10(p)	8.4	connecticut
CN090030	9	3	"Hartford County, CT"	Aug-10(p)	9.9	connecticut
CN090050	9	5	"Litchfield County, CT"	Aug-10(p)	8.8	connecticut
CN090070	9	7	"Middlesex County, CT"	Aug-10(p)	7.6	connecticut
CN090090	9	9	"New Haven County, CT"	Aug-10(p)	10.3	connecticut
CN090110	9	11	"New London County, CT"	Aug-10(p)	8.8	connecticut
CN090130	9	13	"Tolland County, CT"	Aug-10(p)	8	connecticut
CN090150	9	15	"Windham County, CT"	Aug-10(p)	10.1	connecticut
CN100010	10	1	"Kent County, DE"	Aug-10(p)	8.8	delaware
CN100030	10	3	"New Castle County, DE"	Aug-10(p)	8.7	delaware
PA100100	10	5	"Sussex County, DE"	Aug-10(p)	7.6	delaware
CN120010	12	1	"Alachua County, FL"	Aug-10(p)	8.7	florida
CN120030	12	3	"Baker County, FL"	Aug-10(p)	11.1	florida
PA121150	12	5	"Bay County, FL"	Aug-10(p)	10	florida
CN120070	12	7	"Bradford County, FL"	Aug-10(p)	10.5	florida
PS120030	12	9	"Brevard County, FL"	Aug-10(p)	11.9	florida
PS120050	12	11	"Broward County, FL"	Aug-10(p)	10.7	florida
CN120130	12	13	"Calhoun County, FL"	Aug-10(p)	9.8	florida
CN120150	12	15	"Charlotte County, FL"	Aug-10(p)	13	florida
PA121550	12	17	"Citrus County, FL"	Aug-10(p)	14	florida
PA121450	12	19	"Clay County, FL"	Aug-10(p)	10.8	florida
PA121400	12	21	"Collier County, FL"	Aug-10(p)	13.6	florida
CN120230	12	23	"Columbia County, FL"	Aug-10(p)	11	florida
CN120270	12	27	"DeSoto County, FL"	Aug-10(p)	13.4	florida
CN120290	12	29	"Dixie County, FL"	Aug-10(p)	13.6	florida
PA120600	12	31	"Duval County, FL"	Aug-10(p)	12.7	florida
PS120100	12	33	"Escambia County, FL"	Aug-10(p)	10.9	florida
CN120350	12	35	"Flagler County, FL"	Aug-10(p)	16.4	florida
CN120370	12	37	"Franklin County, FL"	Aug-10(p)	8.9	florida
CN120390	12	39	"Gadsden County, FL"	Aug-10(p)	11	florida
CN120410	12	41	"Gilchrist County, FL"	Aug-10(p)	10.5	florida
CN120430	12	43	"Glades County, FL"	Aug-10(p)	13.9	florida
CN120450	12	45	"Gulf County, FL"	Aug-10(p)	10.1	florida
CN120470	12	47	"Hamilton County, FL"	Aug-10(p)	12.4	florida
CN120490	12	49	"Hardee County, FL"	Aug-10(p)	14.6	florida
CN120510	12	51	"Hendry County, FL"	Aug-10(p)	20.6	florida
CN120530	12	53	"Hernando County, FL"	Aug-10(p)	15	florida
CN120550	12	55	"Highlands County, FL"	Aug-10(p)	13.6	florida
CN120570	12	57	"Hillsborough County, FL"	Aug-10(p)	12.4	florida
CN120590	12	59	"Holmes County, FL"	Aug-10(p)	9.2	florida
PA121600	12	61	"Indian River County, FL"	Aug-10(p)	16.2	florida
CN120630	12	63	"Jackson County, FL"	Aug-10(p)	9	florida
CN120650	12	65	"Jefferson County, FL"	Aug-10(p)	9.6	florida
CN120670	12	67	"Lafayette County, FL"	Aug-10(p)	8.4	florida
PS120640	12	69	"Lake County, FL"	Aug-10(p)	12.4	florida
PS120170	12	71	"Lee County, FL"	Aug-10(p)	13.7	florida
CN120730	12	73	"Leon County, FL"	Aug-10(p)	8.7	florida
CN120750	12	75	"Levy County, FL"	Aug-10(p)	13.6	florida
CN120770	12	77	"Liberty County, FL"	Aug-10(p)	7.5	florida
CN120790	12	79	"Madison County, FL"	Aug-10(p)	12.4	florida
CN120810	12	81	"Manatee County, FL"	Aug-10(p)	12.8	florida
PS120570	12	83	"Marion County, FL"	Aug-10(p)	14.4	florida
PA120470	12	85	"Martin County, FL"	Aug-10(p)	12.6	florida
CN120860	12	86	"Miami-Dade County, FL"	Aug-10	14.5	florida
PA120550	12	87	"Monroe County, FL"	Aug-10(p)	8.5	florida
CN120890	12	89	"Nassau County, FL"	Aug-10(p)	10.8	florida
PS120370	12	91	"Okaloosa County, FL"	Aug-10(p)	8	florida
CN120930	12	93	"Okeechobee County, FL"	Aug-10(p)	14.8	florida
PS120400	12	95	"Orange County, FL"	Aug-10(p)	12	florida
CN120970	12	97	"Osceola County, FL"	Aug-10(p)	12.5	florida
PS120420	12	99	"Palm Beach County, FL"	Aug-10(p)	12.5	florida
PS120450	12	101	"Pasco County, FL"	Aug-10(p)	13.3	florida
PS120550	12	103	"Pinellas County, FL"	Aug-10(p)	12.1	florida
CN121050	12	105	"Polk County, FL"	Aug-10(p)	13.4	florida
CN121070	12	107	"Putnam County, FL"	Aug-10(p)	14.2	florida
CN121090	12	109	"St. Johns County, FL"	Aug-10(p)	9.8	florida
PA121350	12	111	"St. Lucie County, FL"	Aug-10(p)	15.6	florida
PA121370	12	113	"Santa Rosa County, FL"	Aug-10(p)	10.7	florida
